REGION_NAME	CHROMOSOME	START	STOP	LENGTH	BASES_PROBE_COVERAGE	FRAC_PROBE_COVERAGE	BASES_ESTIMATED_COVERAGE	FRAC_ESTIMATED_COVERAGE	BASES_W_NO_PROBE_COV	BASES_W_NO_PROBE_COV_DUE_TO_N	BASES_W_NO_PROBE_COV_DUE_TO_REPEATS	BASES_W_NO_EST_COV	BASES_W_NO_EST_COV_DUE_TO_N	BASES_W_NO_EST_COV_DUE_TO_REPEATS
chrA03:2006247-2006275	chrA03	2006211	2006311	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2006970-2007148	chrA03	2006970	2007148	178	  178	1.000	  178	1.000	0	0	0	0	0	0
chrA03:2008387-2008955	chrA03	2008387	2008955	568	  564	0.993	  568	1.000	4	0	0	0	0	0
chrA03:2037195-2037254	chrA03	2037175	2037275	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2037418-2037582	chrA03	2037418	2037582	164	  164	1.000	  164	1.000	0	0	0	0	0	0
chrA03:2037717-2038165	chrA03	2037717	2038165	448	  448	1.000	  448	1.000	0	0	0	0	0	0
chrA03:2038393-2038478	chrA03	2038386	2038486	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2038723-2038812	chrA03	2038718	2038818	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2038984-2039062	chrA03	2038973	2039073	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2039295-2039358	chrA03	2039277	2039377	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2039457-2039544	chrA03	2039451	2039551	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2039632-2039692	chrA03	2039612	2039712	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2039815-2039874	chrA03	2039795	2039895	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2040163-2040260	chrA03	2040162	2040262	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2040331-2040402	chrA03	2040317	2040417	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2040519-2040601	chrA03	2040510	2040610	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2040706-2040801	chrA03	2040704	2040804	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2040939-2041043	chrA03	2040939	2041043	104	   39	0.375	  104	1.000	65	0	0	0	0	0
chrA03:2041131-2041199	chrA03	2041115	2041215	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2041280-2041371	chrA03	2041276	2041376	100	   99	0.990	  100	1.000	1	0	0	0	0	0
chrA03:2041449-2041638	chrA03	2041449	2041638	189	  189	1.000	  189	1.000	0	0	0	0	0	0
chrA03:2417532-2417618	chrA03	2417525	2417625	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2417964-2418503	chrA03	2417964	2418503	539	  539	1.000	  539	1.000	0	0	0	0	0	0
chrA03:2418624-2418737	chrA03	2418624	2418737	113	  108	0.956	  113	1.000	5	0	0	0	0	0
chrA03:2418895-2419737	chrA03	2418895	2419737	842	  814	0.967	  842	1.000	28	0	0	0	0	0
chrA03:2993874-2993921	chrA03	2993848	2993948	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2994013-2994073	chrA03	2993993	2994093	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2994163-2994633	chrA03	2994163	2994633	470	  470	1.000	  470	1.000	0	0	0	0	0	0
chrA03:2994852-2994938	chrA03	2994845	2994945	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2995035-2995060	chrA03	2994998	2995098	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:2995238-2995519	chrA03	2995238	2995519	281	  281	1.000	  281	1.000	0	0	0	0	0	0
chrA03:3204718-3204844	chrA03	3204718	3204844	126	  126	1.000	  126	1.000	0	0	0	0	0	0
chrA03:3205270-3205469	chrA03	3205270	3205469	199	  199	1.000	  199	1.000	0	0	0	0	0	0
chrA03:3205556-3205745	chrA03	3205556	3205745	189	  189	1.000	  189	1.000	0	0	0	0	0	0
chrA03:3205916-3206307	chrA03	3205916	3206307	391	  387	0.990	  391	1.000	4	0	0	0	0	0
chrA03:3206445-3206692	chrA03	3206445	3206692	247	  247	1.000	  247	1.000	0	0	0	0	0	0
chrA03:3206816-3206875	chrA03	3206796	3206896	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:3206972-3207089	chrA03	3206972	3207089	117	  117	1.000	  117	1.000	0	0	0	0	0	0
chrA03:4256467-4256828	chrA03	4256467	4256828	361	  237	0.657	  361	1.000	124	0	0	0	0	0
chrA03:4257137-4259789	chrA03	4257137	4259789	2652	 2262	0.853	 2652	1.000	390	0	0	0	0	0
chrA03:4638582-4638641	chrA03	4638562	4638662	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:4638798-4638867	chrA03	4638783	4638883	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:4639217-4639781	chrA03	4639217	4639781	564	  564	1.000	  564	1.000	0	0	0	0	0	0
chrA03:4639859-4640166	chrA03	4639859	4640166	307	  307	1.000	  307	1.000	0	0	0	0	0	0
chrA03:4640230-4640975	chrA03	4640230	4640975	745	  745	1.000	  745	1.000	0	0	0	0	0	0
chrA03:4766489-4766743	chrA03	4766489	4766743	254	  204	0.803	  254	1.000	50	0	0	0	0	0
chrA03:4767036-4767080	chrA03	4767008	4767108	100	   88	0.880	  100	1.000	12	0	0	0	0	0
chrA03:4767169-4767513	chrA03	4767169	4767513	344	  303	0.881	  344	1.000	41	0	0	0	0	0
chrA03:4767800-4768222	chrA03	4767800	4768222	422	  406	0.962	  422	1.000	16	0	0	0	0	0
chrA03:5668269-5668481	chrA03	5668269	5668481	212	  212	1.000	  212	1.000	0	0	0	0	0	0
chrA03:5668587-5668614;chrA03:5668626-5668810	chrA03	5668551	5668810	259	  259	1.000	  259	1.000	0	0	0	0	0	0
chrA03:5669684-5669809	chrA03	5669684	5669809	125	  125	1.000	  125	1.000	0	0	0	0	0	0
chrA03:5998751-5998882	chrA03	5998751	5998882	131	  131	1.000	  131	1.000	0	0	0	0	0	0
chrA03:5998977-5999039	chrA03	5998958	5999058	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:5999259-5999398	chrA03	5999259	5999398	139	  139	1.000	  139	1.000	0	0	0	0	0	0
chrA03:5999481-5999519	chrA03	5999450	5999550	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:5999603-5999738	chrA03	5999603	5999738	135	  135	1.000	  135	1.000	0	0	0	0	0	0
chrA03:5999849-5999951	chrA03	5999849	5999951	102	  102	1.000	  102	1.000	0	0	0	0	0	0
chrA03:6000094-6000149	chrA03	6000072	6000172	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6000356-6000503	chrA03	6000356	6000503	147	  147	1.000	  147	1.000	0	0	0	0	0	0
chrA03:6004231-6004320	chrA03	6004226	6004326	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6004499-6004640	chrA03	6004499	6004640	141	  141	1.000	  141	1.000	0	0	0	0	0	0
chrA03:6004784-6004857	chrA03	6004771	6004871	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6004953-6005020	chrA03	6004937	6005037	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6005471-6005527	chrA03	6005449	6005549	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6005607-6005657	chrA03	6005582	6005682	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6005771-6005823	chrA03	6005747	6005847	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6005918-6005982	chrA03	6005900	6006000	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6006187-6006314	chrA03	6006187	6006314	127	  127	1.000	  127	1.000	0	0	0	0	0	0
chrA03:6006404-6006463	chrA03	6006384	6006484	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6006680-6006819	chrA03	6006680	6006819	139	  130	0.935	  139	1.000	9	0	0	0	0	0
chrA03:6006907-6006957	chrA03	6006882	6006982	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6007049-6007202	chrA03	6007049	6007202	153	  153	1.000	  153	1.000	0	0	0	0	0	0
chrA03:6007303-6007390	chrA03	6007297	6007397	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6007591-6007646	chrA03	6007569	6007669	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:6007845-6007985	chrA03	6007845	6007985	140	  140	1.000	  140	1.000	0	0	0	0	0	0
chrA03:6728921-6730345	chrA03	6728921	6730345	1424	 1424	1.000	 1424	1.000	0	0	0	0	0	0
chrA03:8786702-8786753	chrA03	8786678	8786778	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:8786830-8787137	chrA03	8786830	8787137	307	  307	1.000	  307	1.000	0	0	0	0	0	0
chrA03:8787236-8787371	chrA03	8787236	8787371	135	  135	1.000	  135	1.000	0	0	0	0	0	0
chrA03:8787624-8787766	chrA03	8787624	8787766	142	  142	1.000	  142	1.000	0	0	0	0	0	0
chrA03:8787843-8787966	chrA03	8787843	8787966	123	  123	1.000	  123	1.000	0	0	0	0	0	0
chrA03:8788059-8788477	chrA03	8788059	8788477	418	  418	1.000	  418	1.000	0	0	0	0	0	0
chrA03:9502809-9502873	chrA03	9502791	9502891	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:9502951-9503572	chrA03	9502951	9503572	621	  586	0.944	  621	1.000	35	0	0	0	0	0
chrA03:9503658-9503741	chrA03	9503650	9503750	100	   77	0.770	  100	1.000	23	0	0	0	0	0
chrA03:9503942-9504007	chrA03	9503925	9504025	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:9504094-9504411	chrA03	9504094	9504411	317	  317	1.000	  317	1.000	0	0	0	0	0	0
chrA03:9504517-9504603	chrA03	9504510	9504610	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:9721498-9721628	chrA03	9721498	9721628	130	  130	1.000	  130	1.000	0	0	0	0	0	0
chrA03:9722541-9723045	chrA03	9722541	9723045	504	  504	1.000	  504	1.000	0	0	0	0	0	0
chrA03:9723202-9723762	chrA03	9723202	9723762	560	  548	0.979	  560	1.000	12	0	0	0	0	0
chrA03:9732067-9732290	chrA03	9732067	9732290	223	  223	1.000	  223	1.000	0	0	0	0	0	0
chrA03:9732449-9732578	chrA03	9732449	9732578	129	  129	1.000	  129	1.000	0	0	0	0	0	0
chrA03:9732986-9733123	chrA03	9732986	9733123	137	  132	0.964	  137	1.000	5	0	0	0	0	0
chrA03:9733220-9733552	chrA03	9733220	9733552	332	  311	0.937	  332	1.000	21	0	0	0	0	0
chrA03:9733630-9733810	chrA03	9733630	9733810	180	  180	1.000	  180	1.000	0	0	0	0	0	0
chrA03:9733891-9734072	chrA03	9733891	9734072	181	  181	1.000	  181	1.000	0	0	0	0	0	0
chrA03:10136110-10136301	chrA03	10136110	10136301	191	  191	1.000	  191	1.000	0	0	0	0	0	0
chrA03:10136408-10136467	chrA03	10136388	10136488	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:10136552-10136860	chrA03	10136552	10136860	308	  308	1.000	  308	1.000	0	0	0	0	0	0
chrA03:10136982-10137128	chrA03	10136982	10137128	146	  146	1.000	  146	1.000	0	0	0	0	0	0
chrA03:10137217-10137756	chrA03	10137217	10137756	539	  539	1.000	  539	1.000	0	0	0	0	0	0
chrA03:10137811-10138018	chrA03	10137811	10138018	207	  207	1.000	  207	1.000	0	0	0	0	0	0
chrA03:10138179-10138336	chrA03	10138179	10138336	157	  157	1.000	  157	1.000	0	0	0	0	0	0
chrA03:10138537-10138794	chrA03	10138537	10138794	257	  257	1.000	  257	1.000	0	0	0	0	0	0
chrA03:10138837-10139429	chrA03	10138837	10139429	592	  592	1.000	  592	1.000	0	0	0	0	0	0
chrA03:10139499-10139715	chrA03	10139499	10139715	216	  216	1.000	  216	1.000	0	0	0	0	0	0
chrA03:10472166-10472629	chrA03	10472166	10472629	463	  463	1.000	  463	1.000	0	0	0	0	0	0
chrA03:10472697-10472722	chrA03	10472660	10472760	100	   88	0.880	  100	1.000	12	0	0	0	0	0
chrA03:10472812-10472842	chrA03	10472777	10472877	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:10472944-10473031	chrA03	10472938	10473038	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:10473116-10473261	chrA03	10473116	10473261	145	  145	1.000	  145	1.000	0	0	0	0	0	0
chrA03:10473332-10473345	chrA03	10473289	10473389	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:10473488-10473616	chrA03	10473488	10473616	128	  128	1.000	  128	1.000	0	0	0	0	0	0
chrA03:10473692-10473819	chrA03	10473692	10473819	127	  127	1.000	  127	1.000	0	0	0	0	0	0
chrA03:10473901-10473978	chrA03	10473890	10473990	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:10474083-10474289	chrA03	10474083	10474289	206	  206	1.000	  206	1.000	0	0	0	0	0	0
chrA03:10833279-10833451	chrA03	10833279	10833451	172	  172	1.000	  172	1.000	0	0	0	0	0	0
chrA03:10833589-10833682	chrA03	10833586	10833686	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:10833776-10833931	chrA03	10833776	10833931	155	  155	1.000	  155	1.000	0	0	0	0	0	0
chrA03:10834040-10834099	chrA03	10834020	10834120	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:10834252-10834470	chrA03	10834252	10834470	218	  218	1.000	  218	1.000	0	0	0	0	0	0
chrA03:10834577-10834919	chrA03	10834577	10834919	342	  342	1.000	  342	1.000	0	0	0	0	0	0
chrA03:10835230-10835504	chrA03	10835230	10835504	274	  274	1.000	  274	1.000	0	0	0	0	0	0
chrA03:11653946-11654014	chrA03	11653930	11654030	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11654091-11654262	chrA03	11654091	11654262	171	  171	1.000	  171	1.000	0	0	0	0	0	0
chrA03:11654361-11654473	chrA03	11654361	11654473	112	  112	1.000	  112	1.000	0	0	0	0	0	0
chrA03:11654556-11654621	chrA03	11654539	11654639	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11654711-11654812	chrA03	11654711	11654812	101	  101	1.000	  101	1.000	0	0	0	0	0	0
chrA03:11654893-11654945	chrA03	11654869	11654969	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11655029-11655086	chrA03	11655008	11655108	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11655160-11655258	chrA03	11655159	11655259	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11655379-11655422	chrA03	11655351	11655451	100	   74	0.740	  100	1.000	26	26	0	0	0	0
chrA03:11656550-11656670	chrA03	11656550	11656670	120	  120	1.000	  120	1.000	0	0	0	0	0	0
chrA03:11656755-11656798	chrA03	11656727	11656827	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11656935-11657025	chrA03	11656930	11657030	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11657123-11657149	chrA03	11657086	11657186	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:11657238-11657372	chrA03	11657238	11657372	134	  134	1.000	  134	1.000	0	0	0	0	0	0
chrA03:11657462-11657587	chrA03	11657462	11657587	125	  125	1.000	  125	1.000	0	0	0	0	0	0
chrA03:12708254-12708347	chrA03	12708251	12708351	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:12710273-12710344	chrA03	12710259	12710359	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:12710463-12710545	chrA03	12710454	12710554	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:12710829-12711135	chrA03	12710829	12711135	306	  306	1.000	  306	1.000	0	0	0	0	0	0
chrA03:12712216-12712399	chrA03	12712216	12712399	183	  183	1.000	  183	1.000	0	0	0	0	0	0
chrA03:12717789-12718003	chrA03	12717789	12718003	214	  214	1.000	  214	1.000	0	0	0	0	0	0
chrA03:12718128-12718248	chrA03	12718128	12718248	120	  120	1.000	  120	1.000	0	0	0	0	0	0
chrA03:12718373-12718485	chrA03	12718373	12718485	112	  112	1.000	  112	1.000	0	0	0	0	0	0
chrA03:12718566-12718792	chrA03	12718566	12718792	226	  226	1.000	  226	1.000	0	0	0	0	0	0
chrA03:12718971-12719086	chrA03	12718971	12719086	115	  115	1.000	  115	1.000	0	0	0	0	0	0
chrA03:12719338-12719436	chrA03	12719337	12719437	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:12719628-12719870	chrA03	12719628	12719870	242	  242	1.000	  242	1.000	0	0	0	0	0	0
chrA03:12723279-12723414	chrA03	12723279	12723414	135	  135	1.000	  135	1.000	0	0	0	0	0	0
chrA03:12723818-12723994	chrA03	12723818	12723994	176	  176	1.000	  176	1.000	0	0	0	0	0	0
chrA03:12727200-12727406	chrA03	12727200	12727406	206	  206	1.000	  206	1.000	0	0	0	0	0	0
chrA03:13671620-13671964	chrA03	13671620	13671964	344	  344	1.000	  344	1.000	0	0	0	0	0	0
chrA03:13672061-13672402	chrA03	13672061	13672402	341	  341	1.000	  341	1.000	0	0	0	0	0	0
chrA03:13682491-13682550	chrA03	13682471	13682571	100	   88	0.880	  100	1.000	12	0	0	0	0	0
chrA03:13682649-13682717	chrA03	13682633	13682733	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:13682832-13682912	chrA03	13682822	13682922	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:13978361-13978531	chrA03	13978361	13978531	170	  170	1.000	  170	1.000	0	0	0	0	0	0
chrA03:13978647-13978844	chrA03	13978647	13978844	197	  197	1.000	  197	1.000	0	0	0	0	0	0
chrA03:13978937-13979215	chrA03	13978937	13979215	278	  278	1.000	  278	1.000	0	0	0	0	0	0
chrA03:13979315-13979463	chrA03	13979315	13979463	148	  148	1.000	  148	1.000	0	0	0	0	0	0
chrA03:13979707-13979953	chrA03	13979707	13979953	246	  246	1.000	  246	1.000	0	0	0	0	0	0
chrA03:13981102-13981749	chrA03	13981102	13981749	647	  647	1.000	  647	1.000	0	0	0	0	0	0
chrA03:14009909-14010139	chrA03	14009909	14010139	230	  230	1.000	  230	1.000	0	0	0	0	0	0
chrA03:14010831-14011244	chrA03	14010831	14011244	413	  413	1.000	  413	1.000	0	0	0	0	0	0
chrA03:14821357-14821416	chrA03	14821337	14821437	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:14821479-14821754	chrA03	14821479	14821754	275	  275	1.000	  275	1.000	0	0	0	0	0	0
chrA03:14821953-14822174	chrA03	14821953	14822174	221	  221	1.000	  221	1.000	0	0	0	0	0	0
chrA03:14822316-14822426	chrA03	14822316	14822426	110	  110	1.000	  110	1.000	0	0	0	0	0	0
chrA03:14822644-14823408	chrA03	14822644	14823408	764	  764	1.000	  764	1.000	0	0	0	0	0	0
chrA03:15077801-15079481	chrA03	15077801	15079481	1680	 1680	1.000	 1680	1.000	0	0	0	0	0	0
chrA03:15079564-15080319	chrA03	15079564	15080319	755	  755	1.000	  755	1.000	0	0	0	0	0	0
chrA03:15080401-15080449	chrA03	15080375	15080475	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15080531-15080709	chrA03	15080531	15080709	178	  178	1.000	  178	1.000	0	0	0	0	0	0
chrA03:15080834-15080937	chrA03	15080834	15080937	103	  103	1.000	  103	1.000	0	0	0	0	0	0
chrA03:15231254-15231354	chrA03	15231254	15231354	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15231487-15231564	chrA03	15231476	15231576	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15231677-15231902	chrA03	15231677	15231902	225	  225	1.000	  225	1.000	0	0	0	0	0	0
chrA03:15252876-15253327	chrA03	15252876	15253327	451	  373	0.827	  451	1.000	78	0	0	0	0	0
chrA03:15253747-15253836	chrA03	15253742	15253842	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15253920-15253986	chrA03	15253903	15254003	100	   61	0.610	  100	1.000	39	0	0	0	0	0
chrA03:15254067-15254159	chrA03	15254063	15254163	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15254246-15254431	chrA03	15254246	15254431	185	  133	0.719	  185	1.000	52	0	0	0	0	0
chrA03:15254510-15254590	chrA03	15254500	15254600	100	   85	0.850	  100	1.000	15	0	0	0	0	0
chrA03:15254693-15254830	chrA03	15254693	15254830	137	   38	0.277	  137	1.000	99	0	0	0	0	0
chrA03:15254921-15255103	chrA03	15254921	15255103	182	  131	0.720	  182	1.000	51	0	0	0	0	0
chrA03:15329425-15329793	chrA03	15329425	15329793	368	  368	1.000	  368	1.000	0	0	0	0	0	0
chrA03:15329860-15330021	chrA03	15329860	15330021	161	  161	1.000	  161	1.000	0	0	0	0	0	0
chrA03:15330107-15330282	chrA03	15330107	15330282	175	  159	0.909	  175	1.000	16	0	0	0	0	0
chrA03:15330371-15330446	chrA03	15330359	15330459	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15330527-15330655	chrA03	15330527	15330655	128	  128	1.000	  128	1.000	0	0	0	0	0	0
chrA03:15330743-15330862	chrA03	15330743	15330862	119	  119	1.000	  119	1.000	0	0	0	0	0	0
chrA03:15330938-15331006	chrA03	15330922	15331022	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15331092-15331173	chrA03	15331083	15331183	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15331242-15331401	chrA03	15331242	15331401	159	  159	1.000	  159	1.000	0	0	0	0	0	0
chrA03:15331488-15331686	chrA03	15331488	15331686	198	  198	1.000	  198	1.000	0	0	0	0	0	0
chrA03:15331775-15331969	chrA03	15331775	15331969	194	  189	0.974	  194	1.000	5	0	0	0	0	0
chrA03:15332067-15332161	chrA03	15332064	15332164	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:15332256-15332391	chrA03	15332256	15332391	135	  135	1.000	  135	1.000	0	0	0	0	0	0
chrA03:15332476-15332693	chrA03	15332476	15332693	217	  217	1.000	  217	1.000	0	0	0	0	0	0
chrA03:15332762-15332889	chrA03	15332762	15332889	127	   81	0.638	  127	1.000	46	0	0	0	0	0
chrA03:15332965-15333353	chrA03	15332965	15333353	388	  388	1.000	  388	1.000	0	0	0	0	0	0
chrA03:15426754-15427208	chrA03	15426754	15427208	454	  454	1.000	  454	1.000	0	0	0	0	0	0
chrA03:15427754-15428303	chrA03	15427754	15428303	549	  549	1.000	  549	1.000	0	0	0	0	0	0
chrA03:16244358-16244448	chrA03	16244353	16244453	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16244540-16244714	chrA03	16244540	16244714	174	  174	1.000	  174	1.000	0	0	0	0	0	0
chrA03:16245355-16245426	chrA03	16245341	16245441	100	   73	0.730	  100	1.000	27	0	0	0	0	0
chrA03:16245547-16245615	chrA03	16245531	16245631	100	   55	0.550	  100	1.000	45	0	0	0	0	0
chrA03:16245712-16245783	chrA03	16245698	16245798	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16245894-16245965	chrA03	16245880	16245980	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16246256-16246327	chrA03	16246242	16246342	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16246420-16246491	chrA03	16246406	16246506	100	   80	0.800	  100	1.000	20	0	0	0	0	0
chrA03:16246583-16246654	chrA03	16246569	16246669	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16246743-16246814	chrA03	16246729	16246829	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16246917-16246988	chrA03	16246903	16247003	100	   76	0.760	  100	1.000	24	0	0	0	0	0
chrA03:16247069-16247140	chrA03	16247055	16247155	100	   78	0.780	  100	1.000	22	0	0	0	0	0
chrA03:16247224-16247289	chrA03	16247207	16247307	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16247370-16247432	chrA03	16247351	16247451	100	   79	0.790	  100	1.000	21	0	0	0	0	0
chrA03:16247520-16247561	chrA03	16247491	16247591	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:16247636-16247676	chrA03	16247606	16247706	100	   77	0.770	  100	1.000	23	0	0	0	0	0
chrA03:16247764-16248137	chrA03	16247764	16248137	373	  370	0.992	  373	1.000	3	0	0	0	0	0
chrA03:16248284-16248479	chrA03	16248284	16248479	195	  100	0.513	  195	1.000	95	0	0	0	0	0
chrA03:16248573-16248734	chrA03	16248573	16248734	161	  161	1.000	  161	1.000	0	0	0	0	0	0
chrA03:16248824-16248942	chrA03	16248824	16248942	118	   46	0.390	  118	1.000	72	0	0	0	0	0
chrA03:16249017-16249465	chrA03	16249017	16249465	448	  396	0.884	  448	1.000	52	0	0	0	0	0
chrA03:16249549-16249699	chrA03	16249549	16249699	150	  142	0.947	  150	1.000	8	0	0	0	0	0
chrA03:16249958-16250374	chrA03	16249958	16250374	416	  305	0.733	  416	1.000	111	0	0	0	0	0
chrA03:16358258-16358746	chrA03	16358258	16358746	488	  488	1.000	  488	1.000	0	0	0	0	0	0
chrA03:16358768-16358893	chrA03	16358768	16358893	125	  125	1.000	  125	1.000	0	0	0	0	0	0
chrA03:17099630-17099878	chrA03	17099630	17099878	248	  248	1.000	  248	1.000	0	0	0	0	0	0
chrA03:17099977-17100176	chrA03	17099977	17100176	199	  199	1.000	  199	1.000	0	0	0	0	0	0
chrA03:17100257-17100737	chrA03	17100257	17100737	480	  465	0.969	  480	1.000	15	0	0	0	0	0
chrA03:17101615-17101674	chrA03	17101595	17101695	100	   95	0.950	  100	1.000	5	0	0	0	0	0
chrA03:17575110-17575273	chrA03	17575110	17575273	163	   88	0.540	  163	1.000	75	0	0	0	0	0
chrA03:17575361-17575612	chrA03	17575361	17575612	251	  227	0.904	  251	1.000	24	0	0	0	0	0
chrA03:17575646-17576855	chrA03	17575646	17576855	1209	 1166	0.964	 1209	1.000	43	0	0	0	0	0
chrA03:18255684-18255816	chrA03	18255684	18255816	132	  132	1.000	  132	1.000	0	0	0	0	0	0
chrA03:18255931-18256060	chrA03	18255931	18256060	129	   61	0.473	  129	1.000	68	0	0	0	0	0
chrA03:18256265-18256599	chrA03	18256265	18256599	334	  314	0.940	  334	1.000	20	0	0	0	0	0
chrA03:18256645-18256862	chrA03	18256645	18256862	217	  217	1.000	  217	1.000	0	0	0	0	0	0
chrA03:18931700-18931991	chrA03	18931700	18931991	291	  291	1.000	  291	1.000	0	0	0	0	0	0
chrA03:18932069-18932173	chrA03	18932069	18932173	104	  104	1.000	  104	1.000	0	0	0	0	0	0
chrA03:18932397-18932650	chrA03	18932397	18932650	253	  244	0.964	  253	1.000	9	0	0	0	0	0
chrA03:18932733-18932918	chrA03	18932733	18932918	185	  185	1.000	  185	1.000	0	0	0	0	0	0
chrA03:18933097-18933258	chrA03	18933097	18933258	161	  161	1.000	  161	1.000	0	0	0	0	0	0
chrA03:18933429-18933573	chrA03	18933429	18933573	144	  117	0.812	  144	1.000	27	0	0	0	0	0
chrA03:18933663-18933805	chrA03	18933663	18933805	142	  129	0.908	  142	1.000	13	0	0	0	0	0
chrA03:18933880-18933936	chrA03	18933858	18933958	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:18934028-18934107	chrA03	18934018	18934118	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrA03:18934192-18934267	chrA03	18934180	18934280	100	   68	0.680	  100	1.000	32	0	0	0	0	0
chrA03:18934401-18934586	chrA03	18934401	18934586	185	  185	1.000	  185	1.000	0	0	0	0	0	0
